id,title,chart_rank,chart_date,artist,url,region,chart,trend,streams,track_id,album,popularity,duration_ms,explicit,release_date,available_markets,af_danceability,af_energy,af_key,af_loudness,af_mode,af_speechiness,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,af_time_signature,predicted_popularity,is_popular
1kOlmInmTAc0Hxr7vFMi3n,Open Your Eyes (feat. John Lundvik) - Steve Swift Radio Edit,0,,,,,,0,0.0,1kOlmInmTAc0Hxr7vFMi3n,,0,240000,0,,,0.7110000252723694,0.7200000286102295,7,-8.772000312805176,1,0.0286999996751546,0.3440000116825104,0.0760999992489814,0.094200000166893,0.5320000052452087,128.00799560546875,4,1,0
1XK67sClF3G7i9URWZZir7,Get It,0,,,,,,0,0.0,1XK67sClF3G7i9URWZZir7,,0,139576,1,,,0.7450000047683716,0.6819999814033508,5,-9.118000030517578,0,0.453000009059906,0.1759999990463256,0.0,0.0859000012278556,0.5460000038146973,99.97200012207033,4,1,0
5IyDiXx9zfUVVC1LhDbzcf,Being Boring - Extended Mix; 2018 Remaster,0,,,,,,0,0.0,5IyDiXx9zfUVVC1LhDbzcf,,0,640946,0,,,0.6840000152587891,0.6679999828338623,8,-11.564000129699709,0,0.0405000001192092,0.0810000002384185,0.7850000262260437,0.0452999994158744,0.5419999957084656,119.84500122070312,4,1,0
5MW2xPFkvOkjQ289sYES92,Sergih Lay Neberkugn,0,,,,,,0,0.0,5MW2xPFkvOkjQ289sYES92,,0,302788,0,,,0.7599999904632568,0.7689999938011169,6,-6.486999988555908,0,0.0631000027060508,0.2590000033378601,0.0001510000001872,0.1140000000596046,0.7519999742507935,90.85099792480467,4,1,0
0RVXmahRFNgaXtfg6umPde,Yuddhapot,0,,,,,,0,0.0,0RVXmahRFNgaXtfg6umPde,,0,471000,0,,,0.7879999876022339,0.6629999876022339,2,-11.206000328063965,0,0.0489999987185001,0.1539999991655349,0.9340000152587892,0.096400000154972,0.5569999814033508,99.99299621582033,4,1,0
55IZQYuV6Qxe80bH5azWia,True Flood,0,,,,,,0,0.0,55IZQYuV6Qxe80bH5azWia,,0,217933,0,,,0.7440000176429749,0.7350000143051147,2,-7.017000198364258,0,0.0277999993413686,0.2300000041723251,0.2469999939203262,0.1519999951124191,0.6420000195503235,106.60900115966795,4,1,0
6MzKkFUu4zNyLTpJTtPkid,Showtime (feat. Icewear Vezzo),0,,,,,,0,0.0,6MzKkFUu4zNyLTpJTtPkid,,0,147330,1,,,0.7089999914169312,0.6800000071525574,1,-4.355000019073486,0,0.3449999988079071,0.0782999992370605,0.0,0.0961000025272369,0.5450000166893005,176.1009979248047,4,1,0
6r6qELpRjxdpjNZysIKYnL,Mourning Into Dancing,0,,,,,,0,0.0,6r6qELpRjxdpjNZysIKYnL,,0,249866,0,,,0.7670000195503235,0.6340000033378601,7,-14.055999755859377,1,0.2140000015497207,0.19200000166893,0.0,0.977999985218048,0.6899999976158142,117.61000061035156,4,1,0
4bnCUfCYvmTwuqD09C2nOb,Inseparables - Version Balada,0,,,,,,0,0.0,4bnCUfCYvmTwuqD09C2nOb,,0,226533,0,,,0.7279999852180481,0.6579999923706055,2,-6.353000164031982,1,0.0234999991953372,0.0967999994754791,1.85999997484e-05,0.1469999998807907,0.5789999961853027,97.03399658203124,4,1,0
7tU7VodhLdixgQUGHPlZiH,I'm Up,0,,,,,,0,0.0,7tU7VodhLdixgQUGHPlZiH,,0,137872,1,,,0.7490000128746033,0.7250000238418579,0,-6.793000221252441,0,0.0355000011622905,0.1879999935626983,0.0,0.2910000085830688,0.6320000290870667,94.06700134277344,4,1,0
